152024,Trippie Redd,2022-01-12 19:39,Betrayal (feat. Drake)
219453,Playboi Carti,2022-01-12 19:42,No Time (feat. Gunna)
29444,Unknown Artist,2022-01-12 19:43,Unknown Track
110,Mac Miller,2022-01-12 20:05,Self Care
168783,Playboi Carti,2022-01-12 20:08,Location
245199,Unknown Artist,2022-01-12 21:12,Unknown Track
199190,Playboi Carti,2022-01-12 21:15,NO. 9
316733,Baby Keem,2022-01-12 21:21,range brothers (with Kendrick Lamar)
252069,Baby Keem,2022-01-12 21:25,family ties (with Kendrick Lamar)
326933,Childish Gambino,2022-01-12 21:30,Redbone
341,Playboi Carti,2022-01-12 21:38,Location
405,42 Dugg,2022-01-12 21:38,4 Da Gang (with Roddy Ricch)
3733,Gunna,2022-01-12 21:38,pushin P (feat. Young Thug)
35326,Mac Miller,2022-01-12 21:38,Self Care
554,Gunna,2022-01-12 21:38,too easy (Remix) [feat. Future & Roddy Ricch]
22463,Playboi Carti,2022-01-12 21:38,Fell In Luv (feat. Bryson Tiller)
1322,Kendrick Lamar,2022-01-12 21:38,Bitch€ Don’t Kill My Vibe
109264,Kid Cudi,2022-01-12 21:38,Day 'N' Nite (nightmare)
133158,Gunna,2022-01-12 21:40,pushin P (feat. Young Thug)
470,42 Dugg,2022-01-12 21:43,4 Da Gang (with Roddy Ricch)
147132,Lil Uzi Vert,2022-01-12 21:43,Neon Guts (feat. Pharrell Williams)
193561,Unknown Artist,2022-01-12 21:57,Unknown Track
252069,Baby Keem,2022-01-12 22:01,family ties (with Kendrick Lamar)
188025,Trippie Redd,2022-01-12 22:04,Matt Hardy 999 (feat. Juice WRLD)
46153,Kid Cudi,2022-01-12 22:17,Day 'N' Nite (nightmare)
119180,Unknown Artist,2022-01-12 23:14,Unknown Track
2794,42 Dugg,2022-01-12 23:15,4 Da Gang (with Roddy Ricch)
2200,42 Dugg,2022-01-12 23:15,4 Da Gang (with Roddy Ricch)
193561,Unknown Artist,2022-01-12 23:18,Unknown Track
145878,Dreamville,2022-01-12 23:55,Down Bad (feat. JID€ Bas€ J. Cole€ EARTHGANG & Young Nudy)
6790,Polo G,2022-01-12 23:55,Pop Out (feat. Lil Tjay)
88550,Polo G,2022-01-12 23:57,Pop Out (feat. Lil Tjay)
4061,Polo G,2022-01-12 23:59,Pop Out (feat. Lil Tjay)
136266,Gunna,2022-01-13 00:01,pushin P (feat. Young Thug)
190223,Drake,2022-01-13 00:04,Way 2 Sexy (with Future & Young Thug)
15530,Unknown Artist,2022-01-13 00:05,Unknown Track
60030,Trippie Redd,2022-01-13 00:06,Topanga
229564,Tyler€ The Creator,2022-01-13 00:09,RUNITUP (feat. Teezo Touchdown)
213357,JID,2022-01-13 00:13,Off Deez (with J. Cole)
258789,Lil Uzi Vert,2022-01-13 00:17,Neon Guts (feat. Pharrell Williams)
236883,Trippie Redd,2022-01-13 00:21,Miss The Rage (feat. Playboi Carti)
141844,YN Jay,2022-01-13 00:24,Triple S
188025,Trippie Redd,2022-01-13 00:27,Matt Hardy 999 (feat. Juice WRLD)
392186,Childish Gambino,2022-01-13 00:33,12.38 (feat. 21 Savage€ Ink & Kadhja Bonet)
158691,Roddy Ricch,2022-01-13 00:36,Start Wit Me (feat. Gunna)
152216,Dreamville,2022-01-13 00:38,Under The Sun (with J. Cole & Lute feat. DaBaby)
193561,Unknown Artist,2022-01-13 00:42,Unknown Track
231278,Lil Uzi Vert,2022-01-13 05:36,Sanguine Paradise
840,42 Dugg,2022-01-13 06:02,4 Da Gang (with Roddy Ricch)
900,Polo G,2022-01-13 06:02,Pop Out (feat. Lil Tjay)
166560,Polo G,2022-01-13 06:05,Pop Out (feat. Lil Tjay)
0,Kid Cudi,2022-01-13 06:05,Day 'N' Nite (nightmare)
144700,Kendrick Lamar,2022-01-13 06:07,Bitch€ Don’t Kill My Vibe
101560,Gunna,2022-01-13 06:09,pushin P (feat. Young Thug)
3691,Trippie Redd,2022-01-13 13:40,Miss The Rage (feat. Playboi Carti)
140,Polo G,2022-01-13 13:41,Pop Out (feat. Lil Tjay)
3940,Unknown Artist,2022-01-13 13:41,Unknown Track
193561,Unknown Artist,2022-01-13 13:44,Unknown Track
153800,Playboi Carti,2022-01-13 13:47,Shoota (feat. Lil Uzi Vert)
156367,42 Dugg,2022-01-13 13:50,4 Da Gang (with Roddy Ricch)
1470,Polo G,2022-01-13 14:06,Pop Out (feat. Lil Tjay)
2965,Polo G,2022-01-13 14:06,Pop Out (feat. Lil Tjay)
54340,Tyler€ The Creator,2022-01-13 14:06,RUNITUP (feat. Teezo Touchdown)
193561,Unknown Artist,2022-01-13 14:43,Unknown Track
6570,Jason Derulo,2022-01-13 14:50,Talk Dirty (feat. 2 Chainz)
19882,Polo G,2022-01-13 14:50,Pop Out (feat. Lil Tjay)
123948,Roddy Ricch,2022-01-13 14:50,late at night
16320,Remble,2022-01-13 14:51,Rocc Climbing (feat. Lil Yachty)
1322,42 Dugg,2022-01-13 16:38,4 Da Gang (with Roddy Ricch)
1088,Roddy Ricch,2022-01-13 16:38,late at night
2773,Kendrick Lamar,2022-01-13 16:38,Bitch€ Don’t Kill My Vibe
650,Bruno Mars,2022-01-13 17:20,Smokin Out The Window
197442,Bruno Mars,2022-01-13 18:37,Smokin Out The Window
11350,Bruno Mars,2022-01-13 18:38,Talking to the Moon
4120,Playboi Carti,2022-01-13 19:18,No Time (feat. Gunna)
3191,Bruno Mars,2022-01-13 19:18,Talking to the Moon
166560,Polo G,2022-01-13 19:21,Pop Out (feat. Lil Tjay)
135920,Kanye West,2022-01-13 19:23,Father Stretch My Hands Pt. 1
682,42 Dugg,2022-01-13 20:22,4 Da Gang (with Roddy Ricch)
3787,Roddy Ricch,2022-01-13 20:22,thailand
170,Polo G,2022-01-13 20:22,Pop Out (feat. Lil Tjay)
277,Polo G,2022-01-13 20:22,Pop Out (feat. Lil Tjay)
84650,YN Jay,2022-01-13 20:22,Smoove Dude (feat. Louie Ray & Ysr Gramz)
136266,Gunna,2022-01-13 20:26,pushin P (feat. Young Thug)
153800,Playboi Carti,2022-01-13 20:29,Shoota (feat. Lil Uzi Vert)
6576,42 Dugg,2022-01-13 20:46,4 Da Gang (with Roddy Ricch)
310720,Kendrick Lamar,2022-01-13 20:51,Bitch€ Don’t Kill My Vibe
110305,Kendrick Lamar,2022-01-13 20:53,Money Trees
197133,Gunna,2022-01-13 20:56,too easy (Remix) [feat. Future & Roddy Ricch]
175877,Remble,2022-01-13 20:59,Rocc Climbing (feat. Lil Yachty)
222225,Roddy Ricch,2022-01-13 21:03,moved to miami (feat. Lil Baby)
213525,Kendrick Lamar,2022-01-13 21:07,Bitch€ Don’t Kill My Vibe
139367,Gunna,2022-01-13 21:27,too easy (Remix) [feat. Future & Roddy Ricch]
106384,Unknown Artist,2022-01-13 21:29,Unknown Track
193561,Unknown Artist,2022-01-13 21:32,Unknown Track
152024,Trippie Redd,2022-01-13 21:34,Betrayal (feat. Drake)
169146,Dreamville,2022-01-13 21:37,Down Bad (feat. JID€ Bas€ J. Cole€ EARTHGANG & Young Nudy)
274613,Unknown Artist,2022-01-13 21:42,Unknown Track
219453,Playboi Carti,2022-01-13 21:45,No Time (feat. Gunna)
234215,Childish Gambino,2022-01-13 21:49,3005
200958,Roddy Ricch,2022-01-13 21:53,thailand
174549,Roddy Ricch,2022-01-13 21:56,late at night
76895,Polo G,2022-01-13 22:01,Pop Out (feat. Lil Tjay)
193561,Unknown Artist,2022-01-13 22:04,Unknown Track
257604,Drake,2022-01-13 22:09,Way 2 Sexy (with Future & Young Thug)
156367,42 Dugg,2022-01-13 22:11,4 Da Gang (with Roddy Ricch)
201601,Unknown Artist,2022-01-13 22:15,Unknown Track
252069,Baby Keem,2022-01-13 22:19,family ties (with Kendrick Lamar)
327966,ALI,2022-01-13 22:24,LOST IN PARADISE
2368,Metro Boomin,2022-01-13 22:25,10 Freaky Girls (with 21 Savage)
